"b",28.7280688782282
"c",29.6001898231871
"b",31.7461379899555
"f",25.9057180455504
"d",31.2837520605429
"i",23.6548214544207
"e",34.140366293445
"d",30.8333195709988
"d",29.5395209871886
"d",27.0482013645104
"b",35.3267941802991
"j",28.559321136502
"j",40.8936908499543
"h",28.3088975057209
"i",28.9887790950782
"f",29.2171530741332
"c",23.9889216142633
"c",31.3997611937227
"g",26.4733116247832
"b",36.6403900892652
"i",35.5304539156983
"e",24.1232309016893
"d",39.5832820635248
"c",28.9972433523945
"b",32.0055298650306
"i",33.7799782758634
"h",26.214801898098
"j",34.1552610640765
"i",32.4191029557316
"j",31.2126821039561
"j",29.943157467042
"i",27.6099228010346
"a",27.6398857519988
"j",32.0306381415855
"c",31.1026020338133
"d",32.6721431430371
"c",27.9004486603601
"a",32.9523997836232
"d",26.6030879543301
"b",27.6264666080179
"g",30.4330861973796
"i",30.5920702354863
"c",34.0225097041412
"j",29.568024568481
"b",36.7713252196291
"i",27.368699313802
"g",26.9176924068022
"f",39.6973215256264
"i",29.0217553133838
"d",29.8939555461036
"i",26.8512707207218
"e",21.385347973319
"f",31.0817144349677
"h",34.4220947430428
"h",27.6403146496113
"f",32.4131935320266
"f",33.8274041882981
"i",35.488605119417
"i",30.4597710172931
"e",29.4202061615358
"c",30.0073860423525
"j",31.7642941558495
"d",22.4567550344168
"a",27.876180918314
"h",30.9263530618399
"j",23.7192941800888
"c",32.0554969053973
"d",25.9596777937145
"i",35.6023186989001
"g",30.8094987938005
"j",24.7805705270626
"j",32.3848335427897
"f",36.5566768968797
"c",32.6655719032498
"g",33.7234299429313
"a",21.9132332016257
"a",26.6623619475676
"h",30.7355171862851
"h",33.1647693874104
"g",26.9794545019572
"g",24.0264933758812
"g",33.2896488381815
"h",33.0384282843573
"i",24.591337532237
"a",26.1182477205082
"c",24.2094089937798
"c",35.2151079073356
"i",24.7107194289772
"d",32.5069772783762
"h",28.3258757497184
"i",32.8361008724644
"b",30.9791671810708
"h",26.6129043564673
